"Taxon","ProbabilityOfBdInhibition"
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Magnetospirillaceae;Telmatospirillum;_6",0.5052
"Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;_148",0.5086
"Bacteria;WOR-1;_40",0.5194
"Bacteria;Firmicutes;Clostridia;Clostridia_or;Hungateiclostridiaceae;_31",0.5052
"Bacteria;Patescibacteria;Gracilibacteria;Absconditabacteriales_(SR1);_14",0.4914
"Bacteria;_343",0.4976
"Bacteria;Verrucomicrobiota;Verrucomicrobiae;S-BQ2-57_soil_group;_78",0.4892
"Bacteria;Bacteroidota;_7",0.4948
"Bacteria;Acidobacteriota;Aminicenantia;Aminicenantales;_82",0.4936
"Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;CPla-3_termite_group;_30",0.5034
"Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Leptolinea;_48",0.5028
"Bacteria;Bdellovibrionota;Bdellovibrionia;Bacteriovoracales;Bacteriovoracaceae;Peredibacter;_14",0.5126
"Bacteria;Verrucomicrobiota;Lentisphaeria;Victivallales;GWF2-44-16;_4",0.5168
"Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;_8",0.4976
"Bacteria;Desulfobacterota;Syntrophia;Syntrophales;_17",0.502
"Bacteria;_344",0.4864
"Bacteria;Planctomycetota;_44",0.493
"Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria_Incertae_Sedis;Unknown_Family;Candidatus_Ovatusbacter;_4",0.4996
"Bacteria;Chloroflexi;KD4-96;_105",0.5072
"Bacteria;Firmicutes;Clostridia;Clostridia_or;Hungateiclostridiaceae;_32",0.492
"Bacteria;_345",0.501
"Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;_235",0.5048
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Amaricoccus;_1",0.4818
"Bacteria;RCP2-54;_15",0.5074
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodomicrobiaceae;Rhodomicrobium;_17",0.4964
"Bacteria;Proteobacteria;Gammaproteobacteria;Coxiellales;Coxiellaceae;Coxiella;_9",0.5046
"Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;_236",0.5082
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;_56",0.4842
"Bacteria;Myxococcota;Polyangia;Haliangiales;Haliangiaceae;Haliangium;_74",0.5032
"Bacteria;TA06;_28",0.5144
"Bacteria;Proteobacteria;Alphaproteobacteria;Defluviicoccales;Defluviicoccaceae;Defluviicoccus;_45",0.5046
"Bacteria;Verrucomicrobiota;Omnitrophia;Omnitrophales;Omnitrophaceae;Candidatus_Omnitrophus;_135",0.5224
"Bacteria;Bdellovibrionota;Oligoflexia;Oligoflexales;_10",0.4974
"Bacteria;Chloroflexi;Dehalococcoidia;_30",0.4982
"Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;_237",0.4988
"Bacteria;Acidobacteriota;Acidobacteriae;AKIW659;_8",0.4944
"Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;agarexedens;_1",0.5036
"Bacteria;Chloroflexi;Dehalococcoidia;GIF3;_26",0.4952
"Bacteria;_346",0.4922
"Bacteria;WS1;_36",0.5038
"Bacteria;Verrucomicrobiota;Omnitrophia;Omnitrophales;Omnitrophaceae;Candidatus_Omnitrophus;_136",0.498
"Bacteria;Planctomycetota;Pla3_lineage;_24",0.507
"Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;_12",0.4982
"Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;_18",0.5044
"Bacteria;Verrucomicrobiota;Omnitrophia;Omnitrophales;Omnitrophaceae;Candidatus_Omnitrophus;_137",0.4962
"Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;_145",0.5028
"Bacteria;Actinobacteriota;_9",0.4886
"Bacteria;Armatimonadota;_55",0.4978
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Magnetospirillaceae;Telmatospirillum;siberiense;_1",0.5054
"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter;_66",0.498
"Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;_23",0.5104
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Ochrobactrum;_1",0.5146
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;SC-I-84;_71",0.488
"Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Thermoanaerobaculum;_24",0.5058
"Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;_219",0.5032
"Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;_149",0.5084
"Bacteria;Firmicutes;_30",0.4878
"Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;_88",0.491
"Bacteria;Firmicutes;Clostridia;Clostridia_or;Hungateiclostridiaceae;_33",0.4928
"Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;_150",0.5046
"Bacteria;Myxococcota;Polyangia;Polyangiales;BIrii41;_12",0.5054
"Bacteria;Bdellovibrionota;Bdellovibrionia;Bacteriovoracales;Bacteriovoracaceae;Peredibacter;_15",0.4962
"Bacteria;Chloroflexi;Anaerolineae;RBG-13-54-9;_175",0.5028
"Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Gemmata;_36",0.4932
"Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;_131",0.5048
"Bacteria;Actinobacteriota;Acidimicrobiia;_32",0.5096
"Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Aurantisolimonas;_10",0.5002
"Bacteria;Actinobacteriota;Thermoleophilia;_11",0.4978
"Bacteria;Chloroflexi;_55",0.4836
"Bacteria;Bacteroidota;Kryptonia;Kryptoniales;BSV26;_123",0.4902
"Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;_89",0.5028
"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;_167",0.5016
"Bacteria;Proteobacteria;Alphaproteobacteria;Holosporales;Holosporaceae;_8",0.4912
"Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;_238",0.5018
"Bacteria;Cyanobacteria;Vampirivibrionia;Gastranaerophilales;_46",0.4996
"Bacteria;Myxococcota;Polyangia;Polyangiales;Polyangiaceae;Aetherobacter;_10",0.502
"Bacteria;Planctomycetota;Phycisphaerae;MSBL9;SG8-4;_57",0.4966
"Bacteria;Acidobacteriota;Aminicenantia;Aminicenantales;_83",0.497
"Bacteria;WPS-2;_27",0.5026
"Bacteria;WOR-1;_41",0.4944
"Bacteria;_347",0.5052
"Bacteria;Gemmatimonadota;S0134_terrestrial_group;_3",0.5002
"Bacteria;_348",0.4828
"Bacteria;Proteobacteria;_31",0.508
"Bacteria;Proteobacteria;Gammaproteobacteria;_42",0.5046
"Bacteria;Cyanobacteria;Sericytochromatia;_10",0.5
"Bacteria;Dependentiae;Babeliae;Babeliales;UBA12411;_2",0.49
"Bacteria;Proteobacteria;Gammaproteobacteria;_43",0.4892
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;_12",0.505
"Bacteria;Planctomycetota;Pla4_lineage;_12",0.5036
"Bacteria;Patescibacteria;ABY1;Candidatus_Falkowbacteria;_5",0.5052
"Bacteria;Planctomycetota;_45",0.4996
"Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;TPD-58;_7",0.507
"Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;_146",0.5122
"Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SM2D12;_44",0.4966
"Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;_24",0.504
"Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101_soil_group;_161",0.4994
"Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;_90",0.4856
"Bacteria;Planctomycetota;Phycisphaerae;mle1-8;_4",0.4928
"Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;_239",0.4958
"Bacteria;Acidobacteriota;c5LKS83;_3",0.4938
"Bacteria;Acidobacteriota;Blastocatellia;11-24;_11",0.4894
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Rhodocyclaceae;Uliginosibacterium;_3",0.491
"Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;_220",0.51
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Pleomorphomonadaceae;Chthonobacter;albigriseus;_1",0.5
"Bacteria;Desulfobacterota;Syntrophia;Syntrophales;Smithellaceae;Smithella;_26",0.4862
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia;_2",0.4992
"Bacteria;Desulfobacterota;Syntrophorhabdia;Syntrophorhabdales;Syntrophorhabdaceae;Syntrophorhabdus;_59",0.4932
"Bacteria;Chloroflexi;Gitt-GS-136;_7",0.5098
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Magnetospirillaceae;Magnetospirillum;_2",0.5112
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;DSSD61;_3",0.513
"Bacteria;Acidobacteriota;Acidobacteriae;Subgroup_2;_31",0.5
"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;_12",0.5046
"Bacteria;WOR-1;_42",0.508
"Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;_80",0.5132
"Bacteria;WS1;_37",0.4838
"Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;_221",0.4912
"Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;_132",0.4976
"Bacteria;Patescibacteria;Parcubacteria;Candidatus_Zambryskibacteria;_17",0.51
"Bacteria;Chloroflexi;Dehalococcoidia;FW22;_3",0.4924
"Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Microscillaceae;_25",0.4984
"Bacteria;Sumerlaeota;Sumerlaeia;Sumerlaeales;Sumerlaeaceae;Sumerlaea;_15",0.4844
"Bacteria;Chloroflexi;Chloroflexia;Thermomicrobiales;JG30-KF-CM45;_24",0.4948
"Bacteria;WS1;_38",0.4942
"Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101_soil_group;_162",0.502
"Bacteria;FCPU426;_50",0.4974
"Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Conexibacter;_42",0.5032
"Bacteria;Verrucomicrobiota;Verrucomicrobiae;S-BQ2-57_soil_group;_79",0.4992
"Bacteria;WOR-1;_43",0.5028
"Bacteria;Bacteroidota;Kryptonia;Kryptoniales;BSV26;_124",0.5036
"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;_168",0.5066
"Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Parachlamydiaceae;Neochlamydia;_20",0.4968
"Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Simkaniaceae;_19",0.4874
"Bacteria;Verrucomicrobiota;Chlamydiae;LD1-PA32;_7",0.5068
"Bacteria;Acidobacteriota;Subgroup_18;_123",0.505
"Bacteria;Chloroflexi;_56",0.5092
"Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Fimbriiglobus;_21",0.4964
"Bacteria;Patescibacteria;ABY1;Candidatus_Kerfeldbacteria;_1",0.49
"Bacteria;Proteobacteria;Alphaproteobacteria;Defluviicoccales;Defluviicoccaceae;Defluviicoccus;_46",0.5054
"Bacteria;Elusimicrobiota;Lineage_IIc;_5",0.501
"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;_169",0.4912
"Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;_328",0.5054
"Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;67-14;_54",0.4992
"Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter;_89",0.5034
"Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;_3",0.5032
"Bacteria;Chloroflexi;Dehalococcoidia;RBG-13-46-9;_25",0.5126
"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;_170",0.4964
"Bacteria;Armatimonadota;Chthonomonadetes;Chthonomonadales;_30",0.5006
"Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;TPD-58;_8",0.4858
"Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;_329",0.505
"Bacteria;Verrucomicrobiota;Omnitrophia;Omnitrophales;Omnitrophaceae;Candidatus_Omnitrophus;_138",0.5024
"Bacteria;Planctomycetota;Phycisphaerae;Pla1_lineage;_7",0.502
"Bacteria;Cyanobacteria;Cyanobacteriia;Cyanobacteriales;Nostocaceae;Aetokthonos_AEL04;hydrillicola;_1",0.5058
"Bacteria;Proteobacteria;_32",0.4992
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Rhodoplanes;_21",0.5054
"Bacteria;Margulisbacteria;_2",0.498
"Bacteria;Verrucomicrobiota;Kiritimatiellae;WCHB1-41;_57",0.4882
"Bacteria;Chloroflexi;SHA-26;_6",0.5058
"Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Conexibacter;_43",0.4984
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Rhodocyclaceae;Zoogloea;oleivorans;_1",0.4934
"Bacteria;Elusimicrobiota;_3",0.505
"Bacteria;Proteobacteria;Gammaproteobacteria;_44",0.5032
"Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;_330",0.5024
"Bacteria;Desulfobacterota;_54",0.4976
"Bacteria;Verrucomicrobiota;Omnitrophia;Omnitrophales;Omnitrophaceae;Candidatus_Omnitrophus;_141",0.502
"Bacteria;Planctomycetota;Phycisphaerae;MSBL9;SG8-4;_58",0.5028
"Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20;_65",0.4946
"Bacteria;Patescibacteria;Parcubacteria;_134",0.4978
"Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;_42",0.5002
"Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;_147",0.502
"Bacteria;Proteobacteria;Alphaproteobacteria;Paracaedibacterales;Paracaedibacteraceae;_8",0.496
"Bacteria;Proteobacteria;Alphaproteobacteria;_74",0.5102
"Bacteria;Armatimonadota;Chthonomonadetes;Chthonomonadales;_31",0.5038
"Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;_81",0.5052
"Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;cvE6;_25",0.5002
"Bacteria;Proteobacteria;Gammaproteobacteria;Diplorickettsiales;Diplorickettsiaceae;Aquicella;_23",0.509
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;_13",0.5044
"Bacteria;Proteobacteria;Gammaproteobacteria;_45",0.5192
"Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;_26",0.4984
"Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;RBG-16-58-14;_50",0.4992
"Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;Gaiellaceae;Gaiella;_27",0.505
"Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;_223",0.5056
"Bacteria;Proteobacteria;Magnetococcia;Magnetococcales;Magnetococcaceae;Magnetococcus;_1",0.4964
"Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;_30",0.5176
"Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;_41",0.4966
"Bacteria;Bacteroidota;Kryptonia;Kryptoniales;BSV26;_125",0.5176
"Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Aggregicoccus;_1",0.4926
"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;Pedosphaera;_3",0.5058
"Bacteria;Elusimicrobiota;Elusimicrobia;Lineage_IV;_14",0.4974
"Bacteria;_350",0.4948
"Bacteria;Hydrogenedentes;Hydrogenedentia;Hydrogenedentiales;Hydrogenedensaceae;YC-ZSS-LKJ63;_2",0.4938
"Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;_19",0.5066
"Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Sporomusaceae;_17",0.5168
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;MND1;_10",0.4932
"Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;_242",0.492
"Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;_148",0.4958
"Bacteria;Desulfobacterota;Desulfobacteria;Desulfatiglandales;Desulfatiglandaceae;Desulfatiglans;_13",0.5082
"Bacteria;Myxococcota;bacteriap25;_11",0.5044
"Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;67-14;_55",0.4982
"Bacteria;Planctomycetota;_46",0.5036
"Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;_27",0.4966
"Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;_24",0.5018
"Bacteria;Cyanobacteria;Cyanobacteriia;RD017;_2",0.5134
"Bacteria;_351",0.4942
"Bacteria;Cyanobacteria;Vampirivibrionia;Caenarcaniphilales;_6",0.5094
"Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Incertae_Sedis;_2",0.502
"Bacteria;Verrucomicrobiota;Omnitrophia;Omnitrophales;Omnitrophaceae;Candidatus_Omnitrophus;_143",0.5112
"Bacteria;Fibrobacterota;Fibrobacteria;Fibrobacterales;SBYC;_1",0.493
"Bacteria;Bacteroidota;SJA-28;_21",0.5068
"Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Thermoanaerobaculum;_25",0.5036
"Bacteria;Acidobacteriota;Acidobacteriae;AKIW659;_9",0.5008
"Bacteria;Planctomycetota;Phycisphaerae;S-70;_6",0.5098
"Bacteria;Chloroflexi;JG30-KF-CM66;_25",0.4938
"Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Simkaniaceae;_20",0.4952
"Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Roseococcus;_5",0.5014
"Bacteria;Armatimonadota;_57",0.5
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;GOUTA6;_9",0.4862
"Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;_133",0.4968
"Bacteria;Cyanobacteria;Vampirivibrionia;Gastranaerophilales;_47",0.5004
"Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;_151",0.5026
"Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta;_67",0.5034
"Bacteria;TA06;_29",0.5222
"Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;_149",0.5012
"Bacteria;Latescibacterota;_152",0.504
"Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylomonadaceae;Methyloglobulus;_3",0.501
"Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;PMMR1;_3",0.5074
"Bacteria;Patescibacteria;Parcubacteria;Candidatus_Zambryskibacteria;_18",0.5006
"Bacteria;Dependentiae;Babeliae;Babeliales;_22",0.4952
"Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;_91",0.4892
"Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylomonadaceae;Methylovulum;_5",0.5044
"Bacteria;Verrucomicrobiota;Omnitrophia;Omnitrophales;Omnitrophaceae;Candidatus_Omnitrophus;_144",0.515
"Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;67-14;_56",0.4962
"Bacteria;Planctomycetota;vadinHA49;_18",0.5014
"Bacteria;_352",0.4936
"Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;_243",0.5072
"Bacteria;Dependentiae;Babeliae;Babeliales;_23",0.5014
"Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20;_66",0.5044
"Bacteria;Verrucomicrobiota;Omnitrophia;Omnitrophales;Omnitrophaceae;Candidatus_Omnitrophus;_145",0.4944
"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Luteolibacter;_25",0.4988
"Bacteria;Elusimicrobiota;_4",0.5034
"Bacteria;Verrucomicrobiota;Omnitrophia;Omnitrophales;Omnitrophaceae;Candidatus_Omnitrophus;_146",0.5026
"Bacteria;Myxococcota;Polyangia;Polyangiales;BIrii41;_13",0.4986
"Bacteria;WPS-2;_28",0.501
"Bacteria;_354",0.5156
"Bacteria;Myxococcota;Polyangia;Haliangiales;Haliangiaceae;Haliangium;_75",0.4966
"Bacteria;Elusimicrobiota;Lineage_IIa;_25",0.5134
"Bacteria;Chloroflexi;Chloroflexia;Thermomicrobiales;JG30-KF-CM45;_25",0.5046
"Bacteria;Patescibacteria;Parcubacteria;_135",0.4944
"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;_171",0.5
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales_Incertae_Sedis;Bauldia;_19",0.507
"Bacteria;Patescibacteria;Parcubacteria;Candidatus_Campbellbacteria;_19",0.5008
"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Opitutaceae;Lacunisphaera;_16",0.4914
"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter;_68",0.4898
"Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;JGI_0001001-H03;_12",0.5024
"Bacteria;Spirochaetota;Leptospirae;Leptospirales;Leptospiraceae;RBG-16-49-21;_36",0.4864
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Flavimaricola;_3",0.509
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;_59",0.5034
"Bacteria;Proteobacteria;Gammaproteobacteria;_46",0.496
"Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;_152",0.5166
"Bacteria;WOR-1;_44",0.4976
"Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Gemmata;_37",0.5044
"Bacteria;Acidobacteriota;Acidobacteriae;Solibacterales;Solibacteraceae;Candidatus_Solibacter;_13",0.5024
"Bacteria;Fibrobacterota;Chitinivibrionia;_11",0.5108
"Bacteria;Cyanobacteria;Vampirivibrionia;Gastranaerophilales;_48",0.4982
"Bacteria;Proteobacteria;Alphaproteobacteria;_75",0.4936
"Bacteria;Cyanobacteria;Cyanobacteriia;Cyanobacteriales;Nostocaceae;Nostoc_PCC-7107;_5",0.5018
"Bacteria;Dependentiae;Babeliae;Babeliales;_24",0.5002
"Bacteria;Patescibacteria;Parcubacteria;_136",0.506
"Bacteria;Chloroflexi;Dehalococcoidia;vadinBA26;_7",0.5032
"Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SM2D12;_45",0.5084
"Bacteria;_355",0.5038
"Bacteria;Desulfobacterota;Syntrophorhabdia;Syntrophorhabdales;Syntrophorhabdaceae;Syntrophorhabdus;_60",0.5082
"Bacteria;Verrucomicrobiota;Verrucomicrobiae;S-BQ2-57_soil_group;_80",0.4928
"Bacteria;Gemmatimonadota;S0134_terrestrial_group;_4",0.5104
"Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Aggregicoccus;_2",0.5022
"Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Parachlamydiaceae;_15",0.4938
"Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Leptolinea;_49",0.4892
"Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Leptolinea;_50",0.4938
"Bacteria;Armatimonadota;Armatimonadia;Armatimonadales;_8",0.5052
"Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;CL500-29_marine_group;_20",0.4926
"Bacteria;Verrucomicrobiota;Verrucomicrobiae;S-BQ2-57_soil_group;_81",0.4932
"Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta;_68",0.497
"Bacteria;Chloroflexi;Dehalococcoidia;RBG-13-46-9;_26",0.4976
"Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Frankiaceae;Jatrophihabitans;_5",0.4978
"Bacteria;Armatimonadota;_58",0.5018
"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prolixibacteraceae;BSV13;_23",0.4994
"Bacteria;Myxococcota;Polyangia;mle1-27;_10",0.5152
"Bacteria;_356",0.5038
"Bacteria;Actinobacteriota;_10",0.4996
"Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;_17",0.5114
"Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;_150",0.503
"Bacteria;Cyanobacteria;Cyanobacteriia;Cyanobacteriales;Microcystaceae;_14",0.5012
"Bacteria;Planctomycetota;Phycisphaerae;DG-20;_12",0.5018
"Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;_20",0.495
"Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;_244",0.4938
"Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;PMMR1;_4",0.5068
"Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Nocardiaceae;Rhodococcus;_3",0.5024
"Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio;_9",0.503
"Bacteria;Chloroflexi;Chloroflexia;Thermomicrobiales;JG30-KF-CM45;_26",0.486
"Bacteria;Chloroflexi;TK10;_22",0.5002
"Bacteria;MBNT15;_41",0.4916
"Bacteria;Dependentiae;Babeliae;Babeliales;_25",0.4976
"Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;_92",0.5044
"Bacteria;Latescibacterota;_153",0.4946
"Bacteria;Elusimicrobiota;Elusimicrobia;MVP-88;_1",0.4974
"Bacteria;Myxococcota;Myxococcia;Myxococcales;Anaeromyxobacteraceae;Anaeromyxobacter;_16",0.5004
"Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;_93",0.4948
"Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylomonadaceae;Crenothrix;_33",0.5012
"Bacteria;Planctomycetota;Phycisphaerae;MSBL9;SG8-4;_59",0.5122
"Bacteria;Proteobacteria;Gammaproteobacteria;_47",0.4994
